Epoch	ClsLoss	DecLoss	DivLoss	LossSum	Accuracy
 36	0.00014023	0.01695671	0.08920539	0.10630233	1.00000000
 37	0.00014067	0.01726060	0.08970239	0.10710366	1.00000000
 38	0.00013154	0.01683028	0.09002601	0.10698783	1.00000000
 39	0.00019037	0.01717948	0.08994651	0.10731636	1.00000000
 40	0.00013318	0.01694483	0.09001089	0.10708890	1.00000000
 41	0.00012071	0.01604305	0.08935888	0.10552264	1.00000000
 42	0.00011497	0.01692565	0.09028885	0.10732947	1.00000000
 43	0.00011385	0.01620114	0.09036699	0.10668198	1.00000000
 44	0.00011065	0.01687418	0.08959573	0.10658056	1.00000000
 45	0.00010751	0.01619944	0.09039709	0.10670404	1.00000000
 46	0.00009996	0.01695701	0.08944869	0.10650565	1.00000000
 47	0.00010144	0.01662637	0.08932008	0.10604789	1.00000000
 48	0.00010057	0.01645512	0.08966415	0.10621984	1.00000000
 49	0.01883865	0.04381985	0.11779783	0.18045632	0.99507813
 50	0.00036586	0.02083452	0.09578505	0.11698543	1.00000000
 51	0.00032206	0.01933199	0.09335751	0.11301156	1.00000000
 52	0.00029173	0.01784052	0.09217390	0.11030615	1.00000000
 53	0.00023771	0.01847846	0.09136561	0.11008178	1.00000000
 54	0.00022910	0.01671501	0.09239770	0.10934180	1.00000000
 55	0.00023720	0.01694207	0.09155988	0.10873915	1.00000000
 56	0.00020342	0.01732286	0.09132842	0.10885470	1.00000000
 57	0.00020690	0.01671647	0.08912706	0.10605044	1.00000000
 58	0.00020228	0.01688329	0.09027452	0.10736009	1.00000000
 59	0.00019968	0.01657013	0.09101574	0.10778555	1.00000000
 60	0.00018609	0.01664038	0.08974271	0.10656918	1.00000000
 61	0.00018146	0.01629139	0.08967803	0.10615088	1.00000000
 62	0.00015618	0.01622090	0.08968895	0.10606603	1.00000000
 63	0.00015422	0.01624499	0.08998966	0.10638887	1.00000000
 64	0.00014445	0.01640897	0.09029490	0.10684831	1.00000000
 65	0.00014172	0.01574343	0.09039519	0.10628035	1.00000000
 66	0.00014662	0.01574914	0.09045079	0.10634656	1.00000000
 67	0.00013244	0.01552403	0.08932719	0.10498366	1.00000000
 68	0.00013033	0.01622001	0.08855136	0.10490170	1.00000000
 69	0.00665510	0.01705903	0.09664024	0.12035438	0.99824219
 70	0.00857833	0.03991806	0.11764167	0.16613805	0.99804688
 71	0.00039310	0.01941784	0.09662404	0.11643497	1.00000000
 72	0.00030564	0.01800980	0.09226927	0.11058471	1.00000000
 73	0.00029683	0.01808276	0.09208292	0.11046251	1.00000000
 74	0.00025271	0.01672751	0.09163012	0.10861034	1.00000000
 75	0.00024350	0.01670027	0.09204351	0.10898728	1.00000000
 76	0.00025595	0.01690007	0.09236895	0.10952497	1.00000000
 77	0.00022747	0.01583366	0.09052243	0.10658355	1.00000000
 78	0.00019908	0.01527461	0.09109450	0.10656818	1.00000000
 79	0.00019133	0.01621762	0.09111777	0.10752672	1.00000000
 80	0.00017752	0.01575082	0.08973898	0.10566733	1.00000000
 81	0.00017585	0.01538811	0.09015231	0.10571627	1.00000000
 82	0.00017854	0.01557202	0.09064624	0.10639680	1.00000000
 83	0.00015995	0.01525384	0.09075304	0.10616683	1.00000000
 84	0.00015481	0.01432073	0.09039477	0.10487031	1.00000000
 85	0.00014535	0.01596209	0.08913564	0.10524308	1.00000000
 86	0.00013639	0.01574406	0.09020582	0.10608627	1.00000000
 87	0.00012820	0.01562331	0.08899405	0.10474556	1.00000000
 88	0.00012589	0.01548986	0.09029555	0.10591131	1.00000000
 89	0.00011477	0.01542893	0.08796344	0.10350714	1.00000000
 90	0.00011952	0.01531547	0.08935210	0.10478709	1.00000000
 91	0.00013152	0.01518777	0.08849688	0.10381617	1.00000000
 92	0.00011080	0.01491973	0.08980912	0.10483965	1.00000000
 93	0.00010688	0.01513409	0.08881971	0.10406068	1.00000000
 94	0.00013222	0.01488108	0.09016653	0.10517983	1.00000000
 95	0.00010525	0.01566186	0.08900849	0.10477560	1.00000000
 96	0.00009331	0.01571843	0.08969663	0.10550836	1.00000000
 97	0.00010283	0.01470649	0.08979261	0.10460193	1.00000000
 98	0.00008570	0.01498399	0.08854911	0.10361880	1.00000000
 99	0.00008729	0.01513557	0.08951624	0.10473910	1.00000000
100	0.00009213	0.01465578	0.08846732	0.10321522	1.00000000
101	0.00008651	0.01514767	0.08983131	0.10506549	1.00000000
102	0.00008100	0.01498085	0.08968464	0.10474649	1.00000000
103	0.00008165	0.01492976	0.08947445	0.10448587	1.00000000
104	0.00007610	0.01469786	0.08882727	0.10360124	1.00000000
105	0.00007998	0.01440887	0.09006142	0.10455027	1.00000000
106	0.00007742	0.01469360	0.08965858	0.10442960	1.00000000
107	0.00007599	0.01458355	0.08885466	0.10351421	1.00000000
108	0.00007370	0.01481189	0.08909691	0.10398250	1.00000000
109	0.00618342	0.02319580	0.09976510	0.12914432	0.99828125
110	0.00116877	0.01859618	0.09287971	0.11264466	0.99976562
111	0.00050345	0.01737628	0.09195528	0.10983501	0.99988281
112	0.00017312	0.01589885	0.08992415	0.10599612	1.00000000
113	0.00014935	0.01494918	0.09056864	0.10566716	1.00000000
114	0.00019075	0.01597086	0.09098434	0.10714595	0.99996094
115	0.00012391	0.01488431	0.09037284	0.10538106	1.00000000
116	0.00011667	0.01545686	0.08942231	0.10499583	1.00000000
117	0.00011003	0.01466950	0.08886689	0.10364642	1.00000000
118	0.00010495	0.01490898	0.08866786	0.10368179	1.00000000
119	0.00011669	0.01438823	0.08988032	0.10438524	1.00000000
120	0.00009475	0.01441204	0.08888791	0.10339470	1.00000000
121	0.00009184	0.01456052	0.08957834	0.10423069	1.00000000
122	0.00008903	0.01463745	0.08846442	0.10319090	1.00000000
123	0.00009576	0.01541251	0.08871020	0.10421848	1.00000000
124	0.00008687	0.01460303	0.08853728	0.10322718	1.00000000
125	0.00008198	0.01469349	0.08838029	0.10315576	1.00000000
126	0.00007910	0.01388684	0.08818291	0.10214886	1.00000000
127	0.00008104	0.01374479	0.08908491	0.10291074	1.00000000
128	0.00007295	0.01478476	0.08831471	0.10317242	1.00000000
129	0.00007519	0.01462543	0.08984738	0.10454801	1.00000000
130	0.00007118	0.01384782	0.08873390	0.10265291	1.00000000
131	0.00006956	0.01453553	0.08947154	0.10407664	1.00000000
132	0.00007076	0.01376028	0.08941385	0.10324490	1.00000000
133	0.00006734	0.01338000	0.09004102	0.10348836	1.00000000
134	0.00006726	0.01429773	0.08948175	0.10384673	1.00000000
135	0.00006509	0.01405307	0.08870852	0.10282668	1.00000000
136	0.00006099	0.01346524	0.08855049	0.10207672	1.00000000
137	0.00006908	0.01423357	0.08846717	0.10276982	1.00000000
138	0.00006072	0.01333309	0.08942295	0.10281676	1.00000000
139	0.00006058	0.01367003	0.08847330	0.10220391	1.00000000
140	0.00005714	0.01332097	0.08869851	0.10207662	1.00000000
141	0.00005972	0.01351845	0.08890926	0.10248743	1.00000000
142	0.00006248	0.01354766	0.09053644	0.10414657	1.00000000
143	0.00005639	0.01339378	0.08943711	0.10288728	1.00000000
144	0.00005626	0.01328155	0.08888273	0.10222054	1.00000000
145	0.00005619	0.01366266	0.08915784	0.10287669	1.00000000
146	0.00005118	0.01398988	0.08844690	0.10248796	1.00000000
147	0.00005235	0.01332974	0.08893063	0.10231272	1.00000000
148	0.00005185	0.01341267	0.08945849	0.10292300	1.00000000
149	0.00005184	0.01373326	0.08932708	0.10311218	1.00000000
150	0.00004763	0.01363821	0.08918497	0.10287081	1.00000000
151	0.00005071	0.01332673	0.08821236	0.10158981	1.00000000
152	0.00004961	0.01337675	0.08877630	0.10220265	1.00000000
153	0.00004681	0.01366663	0.08943240	0.10314584	1.00000000
154	0.00004652	0.01338850	0.08835947	0.10179449	1.00000000
155	0.00005007	0.01294924	0.08880511	0.10180441	1.00000000
156	0.00004640	0.01251109	0.08921486	0.10177235	1.00000000
157	0.00004582	0.01249720	0.08968198	0.10222500	1.00000000
158	0.00004525	0.01272484	0.08936724	0.10213733	1.00000000
159	0.00005236	0.01307173	0.08923775	0.10236184	1.00000000
160	0.00004557	0.01255937	0.08818170	0.10078664	1.00000000
161	0.00004612	0.01263991	0.08948819	0.10217423	1.00000000
162	0.00004205	0.01278529	0.08901555	0.10184289	1.00000000
163	0.00004203	0.01282516	0.08859510	0.10146229	1.00000000
164	0.00004349	0.01276080	0.08922450	0.10202878	1.00000000
165	0.00004293	0.01273283	0.08845479	0.10123054	1.00000000
166	0.00003939	0.01223946	0.08887211	0.10115097	1.00000000
167	0.00628761	0.01952942	0.09775955	0.12357658	0.99828125
168	0.00031966	0.01629457	0.09113827	0.10775249	0.99996094
169	0.00015971	0.01332108	0.09112567	0.10460647	1.00000000
170	0.00012658	0.01324107	0.09032874	0.10369639	1.00000000
171	0.00011856	0.01313651	0.08948394	0.10273901	1.00000000
172	0.00010456	0.01339443	0.08850184	0.10200083	1.00000000
173	0.00010105	0.01244260	0.09046082	0.10300447	1.00000000
174	0.00009484	0.01294534	0.08961202	0.10265220	1.00000000
175	0.00008583	0.01311928	0.08938658	0.10259169	1.00000000
176	0.00008207	0.01219739	0.08898406	0.10126352	1.00000000
177	0.00007705	0.01214451	0.08882097	0.10104252	1.00000000
178	0.00007809	0.01245313	0.08801748	0.10054870	1.00000000
179	0.00007453	0.01206644	0.09084776	0.10298872	1.00000000
180	0.00006964	0.01271424	0.08975324	0.10253712	1.00000000
181	0.00007168	0.01231059	0.08936888	0.10175114	1.00000000
182	0.00006166	0.01205978	0.08858715	0.10070859	1.00000000
183	0.00006472	0.01204005	0.08801322	0.10011798	1.00000000
184	0.00006274	0.01215055	0.08937292	0.10158620	1.00000000
185	0.00005981	0.01199156	0.08844472	0.10049609	1.00000000
186	0.00006024	0.01232050	0.08938192	0.10176265	1.00000000
187	0.00006211	0.01210390	0.08705439	0.09922040	1.00000000
188	0.00005648	0.01217201	0.08815862	0.10038710	1.00000000
189	0.00006026	0.01239992	0.08892687	0.10138705	1.00000000
190	0.00005660	0.01146757	0.08858465	0.10010881	1.00000000
191	0.00005479	0.01195283	0.08897788	0.10098550	1.00000000
192	0.00005329	0.01195074	0.08933408	0.10133811	1.00000000
193	0.00005195	0.01162245	0.08811584	0.09979024	1.00000000
194	0.00004972	0.01165117	0.09010133	0.10180222	1.00000000
195	0.00005218	0.01169242	0.08871005	0.10045465	1.00000000
196	0.00004595	0.01180080	0.08879480	0.10064155	1.00000000
197	0.00004783	0.01194067	0.08810878	0.10009727	1.00000000
198	0.00004727	0.01207636	0.08863880	0.10076242	1.00000000
199	0.00004700	0.01188462	0.08894991	0.10088153	1.00000000
200	0.00004629	0.01147215	0.08782404	0.09934248	1.00000000
