Epoch	ClsLoss	DecLoss	DivLoss	LossSum	Accuracy
 45	0.00017867	0.01687450	0.09071662	0.10776979	1.00000000
 46	0.00572365	0.02782907	0.10867312	0.14222584	0.99847656
 47	0.00028360	0.01941681	0.09479945	0.11449985	0.99996094
 48	0.00039280	0.01894310	0.09382802	0.11316391	0.99992187
 49	0.00019074	0.01760538	0.09194105	0.10973717	1.00000000
 50	0.00019143	0.01626932	0.09211109	0.10857184	1.00000000
 51	0.00018041	0.01733012	0.09173664	0.10924716	1.00000000
 52	0.00018349	0.01726147	0.09173597	0.10918092	1.00000000
 53	0.00318772	0.01916325	0.09714101	0.11949198	0.99910156
 54	0.00240946	0.02308250	0.09914725	0.12463921	0.99933594
 55	0.00016784	0.01937079	0.09323832	0.11277695	1.00000000
 56	0.00017770	0.01757581	0.09236780	0.11012132	1.00000000
 57	0.00017866	0.01712278	0.09134753	0.10864897	1.00000000
 58	0.00016665	0.01659451	0.09034366	0.10710482	1.00000000
 59	0.00017857	0.01565686	0.09197976	0.10781519	1.00000000
 60	0.00014093	0.01578905	0.09134072	0.10727070	1.00000000
 61	0.00037176	0.01632990	0.09151113	0.10821280	0.99992187
 62	0.00017968	0.01639538	0.09195481	0.10852986	1.00000000
 63	0.00014994	0.01582160	0.09037655	0.10634809	1.00000000
 64	0.00013430	0.01577705	0.09013818	0.10604952	1.00000000
 65	0.00057911	0.01654156	0.09214193	0.10926259	0.99980469
 66	0.00024712	0.01707627	0.09184327	0.10916667	0.99996094
 67	0.00014605	0.01636350	0.09036927	0.10687883	1.00000000
 68	0.00013134	0.01544722	0.09059613	0.10617469	1.00000000
 69	0.00012205	0.01629858	0.09092185	0.10734248	1.00000000
 70	0.00011784	0.01584284	0.08961948	0.10558016	1.00000000
 71	0.00012444	0.01558682	0.09030843	0.10601969	1.00000000
 72	0.00012433	0.01505622	0.08980014	0.10498070	1.00000000
 73	0.00011637	0.01611957	0.08962846	0.10586440	1.00000000
 74	0.00011176	0.01674201	0.08963333	0.10648711	1.00000000
 75	0.00011509	0.01658745	0.08933781	0.10604035	1.00000000
 76	0.00011081	0.01631176	0.08950233	0.10592490	1.00000000
 77	0.00012005	0.01563743	0.08982891	0.10558640	1.00000000
 78	0.00010150	0.01563086	0.08950832	0.10524067	1.00000000
 79	0.00010592	0.01500905	0.08880585	0.10392083	1.00000000
 80	0.00010199	0.01486080	0.08987630	0.10483909	1.00000000
 81	0.00009991	0.01473316	0.08969508	0.10452814	1.00000000
 82	0.00009584	0.01564122	0.08975784	0.10549490	1.00000000
 83	0.00565323	0.01636249	0.09343775	0.11545347	0.99835938
 84	0.00472318	0.03166845	0.10853280	0.14492442	0.99875000
 85	0.00021377	0.01844503	0.09493769	0.11359649	1.00000000
 86	0.00016589	0.01675678	0.09459450	0.11151716	1.00000000
 87	0.00019079	0.01554086	0.09278394	0.10851560	1.00000000
 88	0.00031958	0.01601718	0.09203321	0.10836997	0.99992187
 89	0.00014712	0.01559452	0.09079388	0.10653552	1.00000000
 90	0.00014520	0.01530723	0.09146458	0.10691700	1.00000000
 91	0.00013453	0.01553334	0.09083367	0.10650154	1.00000000
 92	0.00018519	0.01554863	0.09119757	0.10693139	1.00000000
 93	0.00013164	0.01522807	0.08967240	0.10503211	1.00000000
 94	0.00012137	0.01474688	0.09114581	0.10601406	1.00000000
 95	0.00013347	0.01483223	0.09121372	0.10617942	1.00000000
 96	0.00010744	0.01463304	0.09034660	0.10508709	1.00000000
 97	0.00010885	0.01467059	0.08998279	0.10476223	1.00000000
 98	0.00010608	0.01460819	0.08957940	0.10429367	1.00000000
 99	0.00010200	0.01452527	0.08901130	0.10363857	1.00000000
100	0.00010131	0.01475096	0.09005554	0.10490781	1.00000000
101	0.00009261	0.01460521	0.09009160	0.10478941	1.00000000
102	0.00008890	0.01407217	0.08890857	0.10306963	1.00000000
103	0.00009045	0.01423942	0.09027852	0.10460839	1.00000000
104	0.00008397	0.01405252	0.09042302	0.10455951	1.00000000
105	0.00008525	0.01460180	0.09029742	0.10498448	1.00000000
106	0.00008005	0.01420924	0.09029831	0.10458760	1.00000000
107	0.00007952	0.01395470	0.08923876	0.10327298	1.00000000
108	0.00007917	0.01465715	0.08884692	0.10358324	1.00000000
109	0.00007665	0.01414957	0.08834364	0.10256986	1.00000000
110	0.00007401	0.01356291	0.08871717	0.10235408	1.00000000
111	0.00007127	0.01417313	0.08953524	0.10377963	1.00000000
112	0.00007004	0.01472125	0.08888442	0.10367570	1.00000000
113	0.00007176	0.01358448	0.08966831	0.10332455	1.00000000
114	0.00006816	0.01444311	0.08975906	0.10427033	1.00000000
115	0.00009567	0.01373287	0.09016647	0.10399501	1.00000000
116	0.00006145	0.01375111	0.08910254	0.10291510	1.00000000
117	0.00006480	0.01354878	0.08922112	0.10283470	1.00000000
118	0.00006312	0.01322738	0.09042938	0.10371988	1.00000000
119	0.00006073	0.01393053	0.08860180	0.10259307	1.00000000
120	0.00005964	0.01348185	0.08867166	0.10221314	1.00000000
121	0.00005658	0.01326891	0.08917698	0.10250247	1.00000000
122	0.00005754	0.01347527	0.09004208	0.10357489	1.00000000
123	0.00005502	0.01279803	0.09009481	0.10294786	1.00000000
124	0.00005301	0.01313534	0.08996797	0.10315633	1.00000000
125	0.00006006	0.01364617	0.08914675	0.10285298	1.00000000
126	0.00005187	0.01357153	0.08953152	0.10315491	1.00000000
127	0.00005038	0.01303667	0.08876096	0.10184800	1.00000000
128	0.00005097	0.01327759	0.08893139	0.10225995	1.00000000
129	0.00004906	0.01254358	0.08961405	0.10220669	1.00000000
130	0.00004870	0.01333897	0.08841658	0.10180425	1.00000000
131	0.00682978	0.02195106	0.10323566	0.13201649	0.99820312
132	0.00024610	0.01620694	0.09286772	0.10932076	1.00000000
133	0.00015836	0.01439056	0.09155314	0.10610206	1.00000000
134	0.00013428	0.01334930	0.09261313	0.10609671	1.00000000
135	0.00011247	0.01330926	0.09094829	0.10437002	1.00000000
136	0.00013039	0.01373458	0.08969181	0.10355679	1.00000000
137	0.00015244	0.01336683	0.09041629	0.10393556	0.99996094
138	0.00009406	0.01324597	0.09001406	0.10335409	1.00000000
139	0.00008347	0.01267698	0.08964072	0.10240117	1.00000000
140	0.00007631	0.01267247	0.09008094	0.10282973	1.00000000
141	0.00007613	0.01297526	0.09016836	0.10321975	1.00000000
142	0.00007601	0.01269162	0.08877868	0.10154630	1.00000000
143	0.00007443	0.01256078	0.09022079	0.10285600	1.00000000
144	0.00092768	0.01336476	0.09121656	0.10550900	0.99976562
145	0.00018422	0.01391531	0.09171747	0.10581700	1.00000000
146	0.00007044	0.01282727	0.09011932	0.10301703	1.00000000
147	0.00007214	0.01323511	0.08915587	0.10246313	1.00000000
148	0.00006385	0.01296559	0.08849659	0.10152603	1.00000000
149	0.00006666	0.01312383	0.08895380	0.10214429	1.00000000
150	0.00006219	0.01245876	0.08868773	0.10120867	1.00000000
151	0.00005743	0.01287048	0.08960823	0.10253614	1.00000000
152	0.00005627	0.01329366	0.08913913	0.10248906	1.00000000
153	0.00005519	0.01258498	0.08944810	0.10208827	1.00000000
154	0.00005813	0.01195777	0.08878994	0.10080584	1.00000000
155	0.00005294	0.01307368	0.08864132	0.10176795	1.00000000
156	0.00005268	0.01240473	0.08938381	0.10184121	1.00000000
157	0.00005177	0.01271838	0.08818004	0.10095019	1.00000000
158	0.00006135	0.01197362	0.09051601	0.10255099	1.00000000
159	0.00005011	0.01201984	0.08925079	0.10132074	1.00000000
160	0.00004908	0.01177083	0.08947418	0.10129409	1.00000000
161	0.00005061	0.01199465	0.08833907	0.10038433	1.00000000
162	0.00004654	0.01223021	0.08987057	0.10214732	1.00000000
163	0.00004579	0.01176485	0.09049090	0.10230155	1.00000000
164	0.00004507	0.01136236	0.08897716	0.10038460	1.00000000
165	0.00004642	0.01180350	0.08918260	0.10103251	1.00000000
166	0.00004395	0.01213339	0.08928618	0.10146352	1.00000000
167	0.00004072	0.01182189	0.08890496	0.10076757	1.00000000
168	0.00004383	0.01200515	0.08914499	0.10119397	1.00000000
169	0.00004020	0.01167586	0.08947425	0.10119031	1.00000000
170	0.00004158	0.01183008	0.08835005	0.10022170	1.00000000
171	0.00003993	0.01161841	0.08955647	0.10121481	1.00000000
172	0.00004017	0.01203020	0.08800138	0.10007175	1.00000000
173	0.00003783	0.01217792	0.08887674	0.10109249	1.00000000
174	0.00003860	0.01178353	0.08915149	0.10097362	1.00000000
175	0.00003735	0.01169133	0.08765429	0.09938297	1.00000000
176	0.00003656	0.01164159	0.08968579	0.10136394	1.00000000
177	0.00293482	0.01492580	0.09697917	0.11483979	0.99929687
178	0.00051886	0.01539085	0.09232193	0.10823164	0.99992187
179	0.00017252	0.01328017	0.09074174	0.10419443	0.99996094
180	0.00059959	0.01270379	0.09033752	0.10364090	0.99988281
181	0.00011840	0.01183180	0.08972330	0.10167351	1.00000000
182	0.00038973	0.01181279	0.09085491	0.10305744	0.99992187
183	0.00017406	0.01202308	0.08986358	0.10206072	0.99996094
184	0.00131652	0.01242620	0.09070620	0.10444892	0.99960938
185	0.00025799	0.01338196	0.09202752	0.10566747	0.99992187
186	0.00018993	0.01196096	0.08841198	0.10056286	0.99996094
187	0.00008834	0.01182609	0.08954032	0.10145474	1.00000000
188	0.00006416	0.01192479	0.09017030	0.10215924	1.00000000
189	0.00007414	0.01190374	0.08899021	0.10096809	1.00000000
190	0.00006113	0.01175712	0.08858358	0.10040183	1.00000000
191	0.00005755	0.01149019	0.08858066	0.10012840	1.00000000
192	0.00005746	0.01108324	0.09043944	0.10158014	1.00000000
193	0.00005956	0.01144222	0.08830845	0.09981022	1.00000000
194	0.00005380	0.01095478	0.08889034	0.09989892	1.00000000
195	0.00005613	0.01163031	0.08918742	0.10087386	1.00000000
196	0.00005187	0.01094318	0.09039669	0.10139174	1.00000000
197	0.00005046	0.01104636	0.08867210	0.09976892	1.00000000
198	0.00005127	0.01136390	0.08977966	0.10119484	1.00000000
199	0.00005135	0.01083272	0.08869366	0.09957773	1.00000000
200	0.00004556	0.01077949	0.09034349	0.10116854	1.00000000
