Epoch	ClsLoss	DecLoss	DivLoss	LossSum	Accuracy
 56	0.00013793	0.01603748	0.09033926	0.10651468	1.00000000
 57	0.00016820	0.01641837	0.09051977	0.10710634	1.00000000
 58	0.00154026	0.01837623	0.09447934	0.11439582	0.99957031
 59	0.00569365	0.02633919	0.10262769	0.13466053	0.99832031
 60	0.00019945	0.01961571	0.09406387	0.11387902	1.00000000
 61	0.00016996	0.01702073	0.09195265	0.10914334	1.00000000
 62	0.00015423	0.01645556	0.09085821	0.10746800	1.00000000
 63	0.00020400	0.01630413	0.09173354	0.10824168	0.99996094
 64	0.00014020	0.01682375	0.09022545	0.10718940	1.00000000
 65	0.00014944	0.01550000	0.08989234	0.10554178	1.00000000
 66	0.00013100	0.01664768	0.09009503	0.10687371	1.00000000
 67	0.00015247	0.01610181	0.09084439	0.10709867	1.00000000
 68	0.00012093	0.01620651	0.09042873	0.10675617	1.00000000
 69	0.00011934	0.01568888	0.08925163	0.10505985	1.00000000
 70	0.00010971	0.01518009	0.08974198	0.10503178	1.00000000
 71	0.00010765	0.01603370	0.08919688	0.10533824	1.00000000
 72	0.00109484	0.01785577	0.09367084	0.11262145	0.99972656
 73	0.00013555	0.01708838	0.09037088	0.10759481	1.00000000
 74	0.00011989	0.01594974	0.09050950	0.10657912	1.00000000
 75	0.00010736	0.01596279	0.08985667	0.10592682	1.00000000
 76	0.00011448	0.01631470	0.09003307	0.10646225	1.00000000
 77	0.00010328	0.01583951	0.08959641	0.10553920	1.00000000
 78	0.00009435	0.01607156	0.08914455	0.10531046	1.00000000
 79	0.00012336	0.01581358	0.09005881	0.10599575	1.00000000
 80	0.00010402	0.01495747	0.08994272	0.10500421	1.00000000
 81	0.00008647	0.01543012	0.08892834	0.10444494	1.00000000
 82	0.00008443	0.01508501	0.08780931	0.10297874	1.00000000
 83	0.00008729	0.01561379	0.08876485	0.10446593	1.00000000
 84	0.00009392	0.01533595	0.08923727	0.10466715	1.00000000
 85	0.00007512	0.01563087	0.08997789	0.10568388	1.00000000
 86	0.00007553	0.01517551	0.08861735	0.10386840	1.00000000
 87	0.00007476	0.01477143	0.08918604	0.10403224	1.00000000
 88	0.00006970	0.01530647	0.08962567	0.10500184	1.00000000
 89	0.00007269	0.01499813	0.08821819	0.10328901	1.00000000
 90	0.00006683	0.01594010	0.08983428	0.10584121	1.00000000
 91	0.00008401	0.01583844	0.08975884	0.10568129	1.00000000
 92	0.00007044	0.01531551	0.08985575	0.10524170	1.00000000
 93	0.00007138	0.01456253	0.08935428	0.10398819	1.00000000
 94	0.00010029	0.01530092	0.08895474	0.10435595	1.00000000
 95	0.00006998	0.01417513	0.08926216	0.10350727	1.00000000
 96	0.00007330	0.01491059	0.08855665	0.10354054	1.00000000
 97	0.00006014	0.01474632	0.08956337	0.10436983	1.00000000
 98	0.00005904	0.01519237	0.08843497	0.10368638	1.00000000
 99	0.00005562	0.01496172	0.08988019	0.10489752	1.00000000
100	0.00005405	0.01468869	0.08906546	0.10380819	1.00000000
101	0.00005898	0.01444420	0.08885477	0.10335795	1.00000000
102	0.00005220	0.01495278	0.08835746	0.10336243	1.00000000
103	0.00005920	0.01399017	0.08831751	0.10236688	1.00000000
104	0.00004993	0.01456551	0.09005104	0.10466648	1.00000000
105	0.01096930	0.02491408	0.10290332	0.13878670	0.99710937
106	0.00088454	0.02137251	0.09585530	0.11811235	0.99980469
107	0.00018148	0.01710577	0.09208100	0.10936825	1.00000000
108	0.00018832	0.01556980	0.09022397	0.10598210	1.00000000
109	0.00017304	0.01561169	0.09133976	0.10712448	1.00000000
110	0.00015341	0.01502310	0.09061077	0.10578728	1.00000000
111	0.00015074	0.01485501	0.09055321	0.10555896	1.00000000
112	0.00014349	0.01474537	0.09087634	0.10576520	1.00000000
113	0.00014155	0.01362158	0.08966478	0.10342791	1.00000000
114	0.00011594	0.01371178	0.08877686	0.10260459	1.00000000
115	0.00011349	0.01422370	0.08894407	0.10328127	1.00000000
116	0.00010665	0.01478852	0.08972460	0.10461977	1.00000000
117	0.00010129	0.01385145	0.08943520	0.10338794	1.00000000
118	0.00010274	0.01388041	0.08962634	0.10360949	1.00000000
119	0.00009725	0.01355818	0.08915147	0.10280691	1.00000000
120	0.00010325	0.01412896	0.08934642	0.10357863	1.00000000
121	0.00008744	0.01467272	0.08921021	0.10397038	1.00000000
122	0.00008632	0.01394297	0.08920445	0.10323374	1.00000000
123	0.00008220	0.01468250	0.08999232	0.10475702	1.00000000
124	0.00007956	0.01395488	0.08965933	0.10369377	1.00000000
125	0.00007673	0.01410852	0.08958360	0.10376885	1.00000000
126	0.00007555	0.01422415	0.08844896	0.10274867	1.00000000
127	0.00007323	0.01329962	0.08902986	0.10240272	1.00000000
128	0.00007170	0.01399750	0.08897679	0.10304599	1.00000000
129	0.00007114	0.01349875	0.08952716	0.10309705	1.00000000
130	0.00007003	0.01405369	0.08892683	0.10305056	1.00000000
131	0.00006805	0.01452581	0.08911303	0.10370689	1.00000000
132	0.00006441	0.01386715	0.08974910	0.10368067	1.00000000
133	0.00006081	0.01397508	0.08917655	0.10321244	1.00000000
134	0.00006083	0.01377775	0.08895329	0.10279188	1.00000000
135	0.00005953	0.01363916	0.08958910	0.10328779	1.00000000
136	0.00005690	0.01306942	0.08893279	0.10205910	1.00000000
137	0.00006229	0.01477005	0.08820549	0.10303783	1.00000000
138	0.00005816	0.01375318	0.08895439	0.10276573	1.00000000
139	0.00005487	0.01311768	0.08959641	0.10276896	1.00000000
140	0.00005458	0.01353262	0.08961664	0.10320384	1.00000000
141	0.00005294	0.01297387	0.08972050	0.10274731	1.00000000
142	0.00005094	0.01268379	0.08809745	0.10083218	1.00000000
143	0.00006498	0.01333043	0.08865882	0.10205423	1.00000000
144	0.00006619	0.01289195	0.08914173	0.10209987	1.00000000
145	0.00004825	0.01340022	0.08995929	0.10340776	1.00000000
146	0.00005061	0.01314087	0.08856672	0.10175819	1.00000000
147	0.00004882	0.01272964	0.08923430	0.10201277	1.00000000
148	0.00004678	0.01296280	0.08795402	0.10096361	1.00000000
149	0.00005127	0.01334690	0.08959278	0.10299095	1.00000000
150	0.00004493	0.01263101	0.08964006	0.10231600	1.00000000
151	0.00004525	0.01241495	0.09001223	0.10247244	1.00000000
152	0.00005140	0.01288852	0.08904211	0.10198203	1.00000000
153	0.00004233	0.01281544	0.08877529	0.10163306	1.00000000
154	0.00004074	0.01241083	0.08965642	0.10210799	1.00000000
155	0.00004199	0.01274865	0.08890349	0.10169413	1.00000000
156	0.00004654	0.01224230	0.08857556	0.10086440	1.00000000
157	0.00004310	0.01322149	0.08880676	0.10207136	1.00000000
158	0.00969001	0.02228235	0.10959141	0.14156377	0.99738281
159	0.00034534	0.01811220	0.09550232	0.11395987	0.99996094
160	0.00025493	0.01480933	0.09176580	0.10683006	0.99996094
161	0.00019884	0.01415573	0.09197876	0.10633334	1.00000000
162	0.00015938	0.01344152	0.09204408	0.10564498	1.00000000
163	0.00013855	0.01286354	0.08996564	0.10296773	1.00000000
164	0.00014139	0.01304419	0.08930377	0.10248935	1.00000000
165	0.00013577	0.01302685	0.09018678	0.10334940	1.00000000
166	0.00013173	0.01285256	0.09028394	0.10326823	1.00000000
167	0.00011673	0.01298249	0.08832297	0.10142220	1.00000000
168	0.00011614	0.01313962	0.09034024	0.10359600	1.00000000
169	0.00011584	0.01273931	0.08915162	0.10200677	1.00000000
170	0.00010628	0.01226798	0.08911136	0.10148563	1.00000000
171	0.00010305	0.01226065	0.08853317	0.10089687	1.00000000
172	0.00010203	0.01233846	0.08949069	0.10193118	1.00000000
173	0.00009830	0.01246300	0.08925125	0.10181254	1.00000000
174	0.00009470	0.01259795	0.08959613	0.10228878	1.00000000
175	0.00008956	0.01252902	0.08930343	0.10192201	1.00000000
176	0.00008768	0.01268287	0.08891643	0.10168698	1.00000000
177	0.00008569	0.01190745	0.08914769	0.10114083	1.00000000
178	0.00008014	0.01223443	0.08930960	0.10162418	1.00000000
179	0.00008447	0.01314929	0.08946210	0.10269586	1.00000000
180	0.00126532	0.01356946	0.09109177	0.10592655	0.99976562
181	0.00029048	0.01365051	0.09110854	0.10504953	1.00000000
182	0.00011948	0.01192851	0.08964795	0.10169593	1.00000000
183	0.00010670	0.01211166	0.08942611	0.10164448	1.00000000
184	0.00009333	0.01182627	0.08909414	0.10101374	1.00000000
185	0.00009068	0.01211820	0.08889099	0.10109987	1.00000000
186	0.00008269	0.01256784	0.08902956	0.10168009	1.00000000
187	0.00007943	0.01254760	0.08894022	0.10156725	1.00000000
188	0.00007560	0.01172803	0.08883769	0.10064131	1.00000000
189	0.00008759	0.01206042	0.08873333	0.10088134	1.00000000
190	0.00007283	0.01186313	0.08813969	0.10007565	1.00000000
191	0.00008689	0.01149388	0.08976274	0.10134350	1.00000000
192	0.00006729	0.01198701	0.08971630	0.10177060	1.00000000
193	0.00006648	0.01190130	0.08818307	0.10015085	1.00000000
194	0.00006154	0.01155928	0.08876668	0.10038750	1.00000000
195	0.00006076	0.01209929	0.08896693	0.10112697	1.00000000
196	0.00005895	0.01204869	0.08952497	0.10163261	1.00000000
197	0.00005943	0.01143760	0.08769902	0.09919605	1.00000000
198	0.00005664	0.01233544	0.08824408	0.10063616	1.00000000
199	0.00005621	0.01131108	0.08871080	0.10007809	1.00000000
200	0.00005518	0.01225445	0.08844526	0.10075490	1.00000000
