Epoch	ClsLoss	DecLoss	DivLoss	LossSum	Accuracy
116	0.00010544	0.01461113	0.08983427	0.10455084	1.00000000
117	0.00010197	0.01395693	0.08903568	0.10309459	1.00000000
118	0.00011386	0.01484816	0.08959528	0.10455731	1.00000000
119	0.00010336	0.01472370	0.08885565	0.10368271	1.00000000
120	0.00009845	0.01423126	0.08976659	0.10409629	1.00000000
121	0.00009366	0.01393981	0.08966731	0.10370079	1.00000000
122	0.00009405	0.01421015	0.08959056	0.10389476	1.00000000
123	0.00009648	0.01487511	0.08870235	0.10367393	1.00000000
124	0.00010356	0.01444076	0.09004298	0.10458730	1.00000000
125	0.00009646	0.01485751	0.08901971	0.10397369	1.00000000
126	0.00678915	0.02383592	0.10053587	0.13116094	0.99816406
127	0.00030212	0.01574649	0.09334091	0.10938952	1.00000000
128	0.00025261	0.01530485	0.09164600	0.10720346	1.00000000
129	0.00020444	0.01438140	0.09139629	0.10598212	1.00000000
130	0.00018527	0.01470277	0.09043975	0.10532779	1.00000000
131	0.00016394	0.01415625	0.09007699	0.10439719	1.00000000
132	0.00015576	0.01429340	0.08956412	0.10401328	1.00000000
133	0.00014643	0.01410082	0.09078744	0.10503469	1.00000000
134	0.00013807	0.01412664	0.09043665	0.10470136	1.00000000
135	0.00013285	0.01460469	0.08851385	0.10325139	1.00000000
136	0.00012923	0.01364593	0.08897039	0.10274555	1.00000000
137	0.00012309	0.01378928	0.09026218	0.10417455	1.00000000
138	0.00011700	0.01420750	0.08873789	0.10306240	1.00000000
139	0.00011778	0.01412693	0.08972012	0.10396483	1.00000000
140	0.00011019	0.01363441	0.08838276	0.10212736	1.00000000
141	0.00010902	0.01335018	0.09047274	0.10393194	1.00000000
142	0.00010993	0.01407228	0.08886291	0.10304513	1.00000000
143	0.00010560	0.01346820	0.08951119	0.10308500	1.00000000
144	0.00010365	0.01329336	0.08975213	0.10314915	1.00000000
145	0.00009922	0.01387461	0.08902173	0.10299556	1.00000000
146	0.00009883	0.01338135	0.08974935	0.10322953	1.00000000
147	0.00009948	0.01335627	0.08897846	0.10243421	1.00000000
148	0.00009202	0.01377337	0.08860626	0.10247165	1.00000000
149	0.00009557	0.01319208	0.08917529	0.10246294	1.00000000
150	0.00009952	0.01359204	0.08960637	0.10329792	1.00000000
151	0.00009447	0.01345543	0.08879899	0.10234889	1.00000000
152	0.00008968	0.01312898	0.08849471	0.10171337	1.00000000
153	0.00008898	0.01307708	0.08961511	0.10278117	1.00000000
154	0.00008413	0.01394975	0.08924196	0.10327584	1.00000000
155	0.00008984	0.01322257	0.08989957	0.10321197	1.00000000
156	0.00008159	0.01282212	0.08939848	0.10230219	1.00000000
157	0.00008346	0.01355586	0.08931016	0.10294948	1.00000000
158	0.00008471	0.01350160	0.08926016	0.10284647	1.00000000
159	0.00008050	0.01296269	0.08855915	0.10160234	1.00000000
160	0.00007864	0.01307985	0.08906514	0.10222363	1.00000000
161	0.00008016	0.01253838	0.08923545	0.10185399	1.00000000
162	0.00007951	0.01248402	0.08761965	0.10018318	1.00000000
163	0.00007581	0.01292831	0.08943107	0.10243519	1.00000000
164	0.00007964	0.01260149	0.08959440	0.10227552	1.00000000
165	0.00007600	0.01268311	0.08965205	0.10241116	1.00000000
166	0.00007530	0.01323805	0.08983630	0.10314965	1.00000000
167	0.00007585	0.01215187	0.08887037	0.10109809	1.00000000
168	0.00007491	0.01261961	0.08953188	0.10222640	1.00000000
169	0.00007839	0.01306977	0.08999774	0.10314590	1.00000000
170	0.00007325	0.01262662	0.08902441	0.10172429	1.00000000
171	0.00007243	0.01275779	0.08893573	0.10176595	1.00000000
172	0.00007356	0.01279384	0.08894712	0.10181452	1.00000000
173	0.00007125	0.01236252	0.08858399	0.10101776	1.00000000
174	0.00007148	0.01242319	0.08908574	0.10158041	1.00000000
175	0.00007496	0.01322410	0.08881965	0.10211872	1.00000000
176	0.00007089	0.01295767	0.08922916	0.10225771	1.00000000
177	0.00006715	0.01252704	0.08963858	0.10223277	1.00000000
178	0.00007151	0.01234551	0.08941737	0.10183439	1.00000000
179	0.00006626	0.01287887	0.08823988	0.10118501	1.00000000
180	0.00006925	0.01200486	0.08938351	0.10145762	1.00000000
181	0.00007404	0.01192613	0.08949267	0.10149284	1.00000000
182	0.00006977	0.01260450	0.09056384	0.10323811	1.00000000
183	0.00006631	0.01220337	0.08887864	0.10114832	1.00000000
184	0.00594721	0.01526811	0.09539465	0.11660998	0.99882812
185	0.00051909	0.01559832	0.09582051	0.11193791	0.99992187
186	0.00022791	0.01338914	0.09098536	0.10460241	0.99996094
187	0.00016820	0.01267194	0.09054534	0.10338547	1.00000000
188	0.00013162	0.01245549	0.09077345	0.10336056	1.00000000
189	0.00011905	0.01368516	0.08996146	0.10376566	1.00000000
190	0.00011087	0.01199779	0.08820868	0.10031734	1.00000000
191	0.00010663	0.01232361	0.09033306	0.10276330	1.00000000
192	0.00009910	0.01246709	0.08898965	0.10155584	1.00000000
193	0.00010134	0.01274775	0.08859511	0.10144420	1.00000000
194	0.00009522	0.01248066	0.09056065	0.10313652	1.00000000
195	0.00009218	0.01237929	0.08934184	0.10181330	1.00000000
196	0.00009021	0.01167081	0.08905808	0.10081910	1.00000000
197	0.00008729	0.01225917	0.08942115	0.10176760	1.00000000
198	0.00008981	0.01191948	0.08896499	0.10097428	1.00000000
199	0.00009040	0.01233546	0.09008223	0.10250809	1.00000000
200	0.00008557	0.01175917	0.08919555	0.10104030	1.00000000
