Epoch	ClsLoss	DecLoss	DivLoss	LossSum	Accuracy
 52	0.00014525	0.01714246	0.09113230	0.10842001	1.00000000
 53	0.00015409	0.01579837	0.09022708	0.10617955	1.00000000
 54	0.00014590	0.01595557	0.09049968	0.10660115	1.00000000
 55	0.00015209	0.01673634	0.09045863	0.10734707	1.00000000
 56	0.00014442	0.01644229	0.09047537	0.10706209	1.00000000
 57	0.00015204	0.01544247	0.08998500	0.10557951	1.00000000
 58	0.00060206	0.01645475	0.09085149	0.10790831	0.99984375
 59	0.00299222	0.01992586	0.09669399	0.11961207	0.99917969
 60	0.00029191	0.01974912	0.09390961	0.11395064	1.00000000
 61	0.00015624	0.01693019	0.09057832	0.10766475	1.00000000
 62	0.00015701	0.01591580	0.09074831	0.10682113	1.00000000
 63	0.00015653	0.01611648	0.09099207	0.10726508	1.00000000
 64	0.00014206	0.01608779	0.09126095	0.10749081	1.00000000
 65	0.00013498	0.01574676	0.08958457	0.10546630	1.00000000
 66	0.00013683	0.01595522	0.08918148	0.10527353	1.00000000
 67	0.00013388	0.01635422	0.09039611	0.10688422	1.00000000
 68	0.00013876	0.01587588	0.08952307	0.10553770	1.00000000
 69	0.00014868	0.01598572	0.08997417	0.10610857	1.00000000
 70	0.00012675	0.01546597	0.09023625	0.10582898	1.00000000
 71	0.00241984	0.01873418	0.09661142	0.11776544	0.99917969
 72	0.00146894	0.02203079	0.09823917	0.12173890	0.99953125
 73	0.00019795	0.01722197	0.09147099	0.10889091	1.00000000
 74	0.00014723	0.01631057	0.09069625	0.10715405	1.00000000
 75	0.00014218	0.01637869	0.09020697	0.10672783	1.00000000
 76	0.00014838	0.01610627	0.08955267	0.10580733	1.00000000
 77	0.00022065	0.01596678	0.09120101	0.10738844	0.99996094
 78	0.00015663	0.01597113	0.09020420	0.10633195	1.00000000
 79	0.00012734	0.01558959	0.09027085	0.10598777	1.00000000
 80	0.00012207	0.01570286	0.08934911	0.10517404	1.00000000
 81	0.00012058	0.01498306	0.09048797	0.10559161	1.00000000
 82	0.00011735	0.01488809	0.08951301	0.10451845	1.00000000
 83	0.00011734	0.01519133	0.08985312	0.10516180	1.00000000
 84	0.00011826	0.01558519	0.08918898	0.10489243	1.00000000
 85	0.00011724	0.01518307	0.08974024	0.10504055	1.00000000
 86	0.00010559	0.01534594	0.08891192	0.10436345	1.00000000
 87	0.00012470	0.01581716	0.08964831	0.10559017	1.00000000
 88	0.00011217	0.01502712	0.08969118	0.10483046	1.00000000
 89	0.00338530	0.01994042	0.09826030	0.12158603	0.99886719
 90	0.00028989	0.01776551	0.09435201	0.11240741	0.99996094
 91	0.00017994	0.01539089	0.09109304	0.10666387	1.00000000
 92	0.00014833	0.01563445	0.09030381	0.10608659	1.00000000
 93	0.00015284	0.01587090	0.09078598	0.10680972	1.00000000
 94	0.00012688	0.01479641	0.08961930	0.10454259	1.00000000
 95	0.00013295	0.01528968	0.09011637	0.10553901	1.00000000
 96	0.00012713	0.01485247	0.09037477	0.10535437	1.00000000
 97	0.00011414	0.01478106	0.08924912	0.10414432	1.00000000
 98	0.00011862	0.01462543	0.08994372	0.10468778	1.00000000
 99	0.00010933	0.01475767	0.08974729	0.10461429	1.00000000
100	0.00010290	0.01477843	0.08933704	0.10421837	1.00000000
101	0.00010435	0.01486747	0.08920430	0.10417612	1.00000000
102	0.00010129	0.01427440	0.08978495	0.10416064	1.00000000
103	0.00010159	0.01446926	0.08996737	0.10453822	1.00000000
104	0.00009559	0.01465481	0.08929541	0.10404580	1.00000000
105	0.00009445	0.01468031	0.08928643	0.10406119	1.00000000
106	0.00009059	0.01471641	0.08936006	0.10416706	1.00000000
107	0.00009348	0.01450145	0.08853625	0.10313118	1.00000000
108	0.00009172	0.01338901	0.08962572	0.10310646	1.00000000
109	0.00009069	0.01429867	0.09045444	0.10484380	1.00000000
110	0.00008793	0.01438397	0.08964047	0.10411237	1.00000000
111	0.00010084	0.01402897	0.09052730	0.10465711	1.00000000
112	0.00008479	0.01417550	0.09019359	0.10445388	1.00000000
113	0.00008052	0.01426747	0.08808374	0.10243174	1.00000000
114	0.00007566	0.01404578	0.08843363	0.10255506	1.00000000
115	0.00007881	0.01411448	0.08862780	0.10282109	1.00000000
116	0.00008791	0.01356425	0.08958154	0.10323370	1.00000000
117	0.00007758	0.01347601	0.08989952	0.10345312	1.00000000
118	0.00007578	0.01484839	0.08882585	0.10375002	1.00000000
119	0.00007132	0.01318126	0.08817329	0.10142588	1.00000000
120	0.00006944	0.01338271	0.08912610	0.10257825	1.00000000
121	0.00006785	0.01401523	0.08856809	0.10265117	1.00000000
122	0.00006344	0.01334291	0.08825223	0.10165858	1.00000000
123	0.00007248	0.01341449	0.08930002	0.10278699	1.00000000
124	0.00006651	0.01376014	0.08906679	0.10289344	1.00000000
125	0.01156094	0.02423432	0.11270513	0.14850039	0.99687500
126	0.00034095	0.01665499	0.09470198	0.11169792	1.00000000
127	0.00027044	0.01479357	0.09235418	0.10741818	1.00000000
128	0.00021449	0.01516002	0.09186129	0.10723581	1.00000000
129	0.00021003	0.01418256	0.09125134	0.10564393	1.00000000
130	0.00018494	0.01386237	0.08917639	0.10322370	1.00000000
131	0.00017617	0.01346257	0.09080895	0.10444768	1.00000000
132	0.00017237	0.01430528	0.08960871	0.10408636	1.00000000
133	0.00015011	0.01411167	0.08925922	0.10352099	1.00000000
134	0.00015060	0.01305359	0.08929041	0.10249460	1.00000000
135	0.00014980	0.01315012	0.09053421	0.10383413	1.00000000
136	0.00013796	0.01378431	0.08939244	0.10331470	1.00000000
137	0.00014008	0.01302273	0.09051630	0.10367910	1.00000000
138	0.00012154	0.01354738	0.08879896	0.10246788	1.00000000
139	0.00012774	0.01334365	0.08944048	0.10291188	1.00000000
140	0.00011903	0.01315081	0.08969482	0.10296466	1.00000000
141	0.00011317	0.01305127	0.08981411	0.10297854	1.00000000
142	0.00011040	0.01339318	0.08888547	0.10238904	1.00000000
143	0.00011051	0.01338208	0.08987013	0.10336272	1.00000000
144	0.00010974	0.01309704	0.08922868	0.10243546	1.00000000
145	0.00010267	0.01281380	0.08928073	0.10219719	1.00000000
146	0.00010262	0.01341896	0.08835997	0.10188155	1.00000000
147	0.00009993	0.01327412	0.08892967	0.10230372	1.00000000
148	0.00010052	0.01265025	0.08929069	0.10204146	1.00000000
149	0.00009143	0.01297038	0.08836634	0.10142816	1.00000000
150	0.00009082	0.01380263	0.08892548	0.10281894	1.00000000
151	0.00009752	0.01319413	0.08851765	0.10180930	1.00000000
152	0.00009034	0.01237111	0.08874085	0.10120230	1.00000000
153	0.00008464	0.01351830	0.08995653	0.10355947	1.00000000
154	0.00008626	0.01261001	0.08913662	0.10183289	1.00000000
155	0.00008382	0.01351438	0.09003924	0.10363744	1.00000000
156	0.00008339	0.01272995	0.08985908	0.10267242	1.00000000
157	0.00212251	0.01376442	0.09308165	0.10896859	0.99933594
158	0.00071309	0.01672022	0.09335275	0.11078605	0.99980469
159	0.00016147	0.01343252	0.09136457	0.10495856	1.00000000
160	0.00012897	0.01290351	0.09097472	0.10400719	1.00000000
161	0.00012299	0.01332948	0.08954528	0.10299775	1.00000000
162	0.00010483	0.01308955	0.08840973	0.10160411	1.00000000
163	0.00011901	0.01318405	0.08913748	0.10244054	1.00000000
164	0.00009547	0.01303082	0.08855442	0.10168071	1.00000000
165	0.00009032	0.01242983	0.08885391	0.10137406	1.00000000
166	0.00009057	0.01230883	0.08916048	0.10155988	1.00000000
167	0.00008733	0.01236306	0.08992949	0.10237987	1.00000000
168	0.00008573	0.01260860	0.08901219	0.10170652	1.00000000
169	0.00008090	0.01238675	0.08942666	0.10189430	1.00000000
170	0.00008166	0.01194028	0.08986735	0.10188929	1.00000000
171	0.00007720	0.01221449	0.08871337	0.10100506	1.00000000
172	0.00007671	0.01280758	0.08948825	0.10237254	1.00000000
173	0.00007283	0.01267304	0.08820566	0.10095153	1.00000000
174	0.00007623	0.01317872	0.08871335	0.10196829	1.00000000
175	0.00006995	0.01196755	0.08875828	0.10079577	1.00000000
176	0.00007435	0.01246945	0.08960978	0.10215358	1.00000000
177	0.00006994	0.01205121	0.08857330	0.10069445	1.00000000
178	0.00006917	0.01178895	0.08949678	0.10135490	1.00000000
179	0.00006623	0.01211331	0.08901301	0.10119255	1.00000000
180	0.00006916	0.01263802	0.08930796	0.10201514	1.00000000
181	0.00006561	0.01225085	0.09067746	0.10299392	1.00000000
182	0.00007362	0.01323059	0.08986553	0.10316974	1.00000000
183	0.00006434	0.01196198	0.08808466	0.10011098	1.00000000
184	0.00006578	0.01194365	0.08820325	0.10021268	1.00000000
185	0.00006103	0.01185448	0.08928728	0.10120279	1.00000000
186	0.00006146	0.01232564	0.08867822	0.10106533	1.00000000
187	0.00006022	0.01233809	0.08820977	0.10060808	1.00000000
188	0.00005899	0.01198462	0.08907158	0.10111519	1.00000000
189	0.00005968	0.01281396	0.08880686	0.10168050	1.00000000
190	0.00005965	0.01213091	0.08825038	0.10044094	1.00000000
191	0.00005910	0.01248747	0.08814591	0.10069249	1.00000000
192	0.00005768	0.01198556	0.08799799	0.10004123	1.00000000
193	0.00005647	0.01186878	0.08894749	0.10087275	1.00000000
194	0.00005970	0.01223537	0.08905386	0.10134892	1.00000000
195	0.00005646	0.01231671	0.08805221	0.10042538	1.00000000
196	0.00005751	0.01178615	0.08859647	0.10044013	1.00000000
197	0.00005613	0.01158767	0.08936013	0.10100392	1.00000000
198	0.00005466	0.01129298	0.08841975	0.09976739	1.00000000
199	0.00005566	0.01194600	0.09037365	0.10237531	1.00000000
200	0.00005366	0.01145567	0.08917580	0.10068513	1.00000000
